Index,Gene_ID,Gene_Name,degree,in_degree,out_degree,betweenness,closeness,pagerank,eigenvector,clustering,load,degree_rank,in_degree_rank,out_degree_rank,betweenness_rank,closeness_rank,pagerank_rank,eigenvector_rank,clustering_rank,load_rank,composite_rank,composite_score
56,G56,decoy16,0.005484460694698355,0.019662921348314606,0.25,6.0975609756097564e-06,0.0042656916514320535,0.0010692884423261545,1.4024732115939897e-12,0.08333333333333333,0,45.0,48.0,414.0,26.0,54.0,64.0,91.0,354.0,1.0,121.88888888888889,0.8394666666666667
159,G159,hdfR,0.004875076173065204,0.016853932584269662,0.25,0.0,0.0035455099440474215,0.001029164382511132,5.735886273129926e-10,0.0,0,50.0,59.0,414.0,34.0,67.0,66.0,40.0,389.0,1.0,124.44444444444444,0.8333333333333334
542,G542,ansB,0.0018281535648994518,0.0028089887640449437,0.25,3.048780487804878e-05,0.008000125001953155,0.0007595646992507546,9.504450330696589e-07,0.3333333333333333,0,325.0,135.0,414.0,6.0,37.0,89.0,12.0,105.0,1.0,124.88888888888889,0.8322666666666667
1416,G1416,fimE,0.0036563071297989035,0.0028089887640449437,0.625,0.0,0.0006093845216331506,0.0005591792852398851,2.0166281473900463e-13,0.0,0,87.0,135.0,43.0,34.0,151.0,141.0,151.0,389.0,1.0,125.77777777777777,0.8301333333333334
913,G913,entD,0.0030469226081657527,0.0028089887640449437,0.5,0.0,0.0006093845216331506,0.0003794776123170188,2.0166281473900463e-13,0.2,0,121.0,135.0,100.0,34.0,151.0,221.0,151.0,225.0,1.0,126.55555555555556,0.8282666666666667
47,G47,decoy17,0.0042656916514320535,0.014044943820224719,0.25,0.0,0.003133977539827631,0.0009779419807524894,1.4010982378571287e-11,0.09523809523809523,0,70.0,67.0,414.0,34.0,71.0,69.0,65.0,351.0,1.0,126.88888888888889,0.8274666666666667
30,G30,dicA,0.005484460694698355,0.019662921348314606,0.25,1.2195121951219513e-05,0.0042656916514320535,0.000840268997357581,1.4024732115939897e-12,0.0,0,45.0,48.0,414.0,20.0,54.0,80.0,91.0,389.0,1.0,126.88888888888889,0.8274666666666667
618,G618,sgbE,0.0030469226081657527,0.0028089887640449437,0.5,0.0,0.0006093845216331506,0.0003671318236047288,2.0166281473900463e-13,0.2,0,121.0,135.0,100.0,34.0,151.0,229.0,151.0,225.0,1.0,127.44444444444444,0.8261333333333334
1076,G1076,dppA,0.0030469226081657527,0.0028089887640449437,0.5,0.0,0.0006093845216331506,0.00033885243191572026,2.0166281473900463e-13,0.3,0,121.0,135.0,100.0,34.0,151.0,260.0,151.0,213.0,1.0,129.55555555555554,0.8210666666666667
278,G278,rtcB,0.0042656916514320535,0.0028089887640449437,0.75,0.0,0.0006093845216331506,0.0003603504883801018,2.0166281473900463e-13,0.047619047619047616,0,70.0,135.0,21.0,34.0,151.0,241.0,151.0,366.0,1.0,130.0,0.8200000000000001
1638,G1638,fliR,0.0030469226081657527,0.0028089887640449437,0.5,0.0,0.0006093845216331506,0.00043517640448718404,2.0166281473900463e-13,0.1,0,121.0,135.0,100.0,34.0,151.0,163.0,151.0,321.0,1.0,130.77777777777777,0.8181333333333334
169,G169,hupA,0.10298598415600245,0.47191011235955055,0.125,5.4878048780487806e-05,0.1439920226026259,0.04438727784645633,0.07930043404796323,0.005846717385178924,0,4.0,4.0,778.0,3.0,2.0,2.0,3.0,381.0,1.0,130.88888888888889,0.8178666666666667
134,G134,leuO,0.06703229737964655,0.3061797752808989,0.125,5.4878048780487806e-05,0.09046682328283112,0.020333614261994436,0.00572398619248956,0.0065054211843202665,0,7.0,7.0,778.0,3.0,6.0,5.0,4.0,379.0,1.0,132.22222222222223,0.8146666666666667
139,G139,nikR,0.10115783059110299,0.46348314606741575,0.125,2.4390243902439026e-05,0.09455579016484864,0.017555691353338888,0.005722444231458682,0.010660825118656445,0,5.0,5.0,778.0,9.0,5.0,6.0,5.0,377.0,1.0,132.33333333333334,0.8144
1503,G1503,seqA,0.002437538086532602,0.0028089887640449437,0.375,0.0,0.0006093845216331506,0.0003767144578568173,2.0166281473900463e-13,0.3333333333333333,0,195.0,135.0,211.0,34.0,151.0,226.0,151.0,105.0,1.0,134.33333333333334,0.8096
1581,G1581,dmsC,0.002437538086532602,0.0028089887640449437,0.375,0.0,0.0006093845216331506,0.00036636077542692827,2.0166281473900463e-13,0.3333333333333333,0,195.0,135.0,211.0,34.0,151.0,232.0,151.0,105.0,1.0,135.0,0.808
1,G1,tyrR,0.0030469226081657527,0.0056179775280898875,0.375,0.0,0.001218769043266301,0.00043078343155551025,4.017978808815015e-13,0.1,0,121.0,111.0,211.0,34.0,122.0,168.0,132.0,321.0,1.0,135.66666666666666,0.8064
174,G174,dhaR,0.05362583790371725,0.2443820224719101,0.125,1.829268292682927e-05,0.0515633056766512,0.00800390607139509,2.2652689259219747e-08,0.01593521421107628,0,8.0,8.0,778.0,15.0,8.0,13.0,17.0,374.0,1.0,135.77777777777777,0.8061333333333334
1471,G1471,scpB,0.0030469226081657527,0.0028089887640449437,0.5,0.0,0.0006093845216331506,0.0003845518215281922,2.0166281473900463e-13,0.1,0,121.0,135.0,100.0,34.0,151.0,213.0,151.0,321.0,1.0,136.33333333333334,0.8048
390,G390,hycE,0.002437538086532602,0.0028089887640449437,0.375,0.0,0.0006093845216331506,0.0003327074561711209,2.0166281473900463e-13,0.5,0,195.0,135.0,211.0,34.0,151.0,262.0,151.0,91.0,1.0,136.77777777777777,0.8037333333333334
76,G76,exuR,0.04021937842778794,0.18258426966292135,0.125,2.134146341463415e-05,0.04795156891539545,0.015751897210799184,5.658820522927724e-09,0.010722610722610723,0,12.0,11.0,778.0,13.0,10.0,7.0,24.0,376.0,1.0,136.88888888888889,0.8034666666666667
561,G561,scpA,0.002437538086532602,0.0028089887640449437,0.375,0.0,0.0008125126955108674,0.0004213655540676517,1.3210442114001302e-11,0.16666666666666666,0,195.0,135.0,211.0,34.0,142.0,193.0,75.0,250.0,1.0,137.33333333333334,0.8024
769,G769,flgN,0.0030469226081657527,0.0028089887640449437,0.5,0.0,0.0006093845216331506,0.00037746519635087046,2.0166281473900463e-13,0.1,0,121.0,135.0,100.0,34.0,151.0,224.0,151.0,321.0,1.0,137.55555555555554,0.8018666666666667
782,G782,fdnH,0.004875076173065204,0.0,1.0,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.42857142857142855,0,50.0,264.0,1.0,34.0,264.0,264.0,264.0,101.0,1.0,138.11111111111111,0.8005333333333333
1464,G1464,ddpB,0.002437538086532602,0.0028089887640449437,0.375,0.0,0.0006093845216331506,0.0005591792852398851,2.0166281473900463e-13,0.16666666666666666,0,195.0,135.0,211.0,34.0,151.0,141.0,151.0,250.0,1.0,141.0,0.7936
705,G705,yeiB,0.002437538086532602,0.0028089887640449437,0.375,0.0,0.0008125126955108674,0.000655903220546568,1.3210442114001302e-11,0.0,0,195.0,135.0,211.0,34.0,142.0,105.0,75.0,389.0,1.0,143.0,0.7888
1070,G1070,glpF,0.0030469226081657527,0.0028089887640449437,0.5,0.0,0.0006093845216331506,0.0003848738972668586,2.0166281473900463e-13,0.0,0,121.0,135.0,100.0,34.0,151.0,212.0,151.0,389.0,1.0,143.77777777777777,0.7869333333333334
404,G404,ilvH,0.002437538086532602,0.0028089887640449437,0.375,0.0,0.0008125126955108674,0.0005961966496105032,1.3210442114001302e-11,0.0,0,195.0,135.0,211.0,34.0,142.0,118.0,75.0,389.0,1.0,144.44444444444446,0.7853333333333333
95,G95,argR,0.004875076173065204,0.019662921348314606,0.125,0.0,0.004333401042724626,0.001206525130739979,1.4411252510856286e-11,0.25,0,50.0,48.0,778.0,34.0,51.0,56.0,60.0,223.0,1.0,144.55555555555554,0.7850666666666667
1395,G1395,cysK,0.0030469226081657527,0.0,0.625,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.7,0,121.0,264.0,43.0,34.0,264.0,264.0,264.0,78.0,1.0,148.11111111111111,0.7765333333333333
975,G975,fumC,0.002437538086532602,0.0028089887640449437,0.375,0.0,0.0006093845216331506,0.00038629717245645896,2.0166281473900463e-13,0.16666666666666666,0,195.0,135.0,211.0,34.0,151.0,209.0,151.0,250.0,1.0,148.55555555555554,0.7754666666666667
10,G10,hcaR,0.01096892138939671,0.047752808988764044,0.125,3.0487804878048782e-06,0.009657419918925363,0.002867122992345812,2.1845144267334435e-08,0.0,0,31.0,31.0,778.0,33.0,34.0,31.0,21.0,389.0,1.0,149.88888888888889,0.7722666666666667
35,G35,nac,0.007312614259597807,0.03089887640449438,0.125,0.0,0.006750105470397975,0.0013870295977207257,1.5211792775426273e-11,0.10606060606060606,0,38.0,37.0,778.0,34.0,40.0,48.0,55.0,319.0,1.0,150.0,0.772
81,G81,creB,0.01035953686776356,0.0449438202247191,0.125,6.0975609756097564e-06,0.011201921353550562,0.004482160352438228,1.2028270250023726e-10,0.0,0,33.0,33.0,778.0,26.0,30.0,21.0,45.0,389.0,1.0,150.66666666666666,0.7704
90,G90,asnC,0.017672151127361365,0.07865168539325842,0.125,1.829268292682927e-05,0.017062766605728214,0.004727554112062181,5.605309600586427e-12,0.0,0,22.0,23.0,778.0,15.0,23.0,20.0,85.0,389.0,1.0,150.66666666666666,0.7704
931,G931,hlpA,0.0030469226081657527,0.0,0.625,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.4,0,121.0,264.0,43.0,34.0,264.0,264.0,264.0,102.0,1.0,150.77777777777777,0.7701333333333333
268,G268,puuA,0.002437538086532602,0.0028089887640449437,0.375,0.0,0.0006093845216331506,0.00036640652952973506,2.0166281473900463e-13,0.16666666666666666,0,195.0,135.0,211.0,34.0,151.0,231.0,151.0,250.0,1.0,151.0,0.7696000000000001
37,G37,rob,0.0030469226081657527,0.011235955056179775,0.125,0.0,0.002539102173471461,0.0006699392792760601,1.3810847312428788e-11,0.4,0,121.0,77.0,778.0,34.0,82.0,102.0,68.0,102.0,1.0,151.66666666666666,0.768
14,G14,nemR,0.01157830591102986,0.05056179775280899,0.125,1.829268292682927e-05,0.010968921389396709,0.0020157845500647633,3.60395893916146e-12,0.011695906432748537,0,29.0,29.0,778.0,15.0,32.0,35.0,86.0,375.0,1.0,153.33333333333334,0.764
1201,G1201,dctA,0.004875076173065204,0.0,1.0,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.17857142857142858,0,50.0,264.0,1.0,34.0,264.0,264.0,264.0,249.0,1.0,154.55555555555554,0.7610666666666667
36,G36,gatR_1,0.004875076173065204,0.019662921348314606,0.125,0.0,0.004333401042724626,0.0012433922212668775,1.4411252510856286e-11,0.10714285714285714,0,50.0,48.0,778.0,34.0,51.0,55.0,60.0,315.0,1.0,154.66666666666666,0.7608
290,G290,xdhA,0.0042656916514320535,0.0,0.875,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.23809523809523808,0,70.0,264.0,12.0,34.0,264.0,264.0,264.0,224.0,1.0,155.22222222222223,0.7594666666666666
797,G797,topA,0.002437538086532602,0.0028089887640449437,0.375,0.0,0.0006093845216331506,0.0005591792852398851,2.0166281473900463e-13,0.0,0,195.0,135.0,211.0,34.0,151.0,141.0,151.0,389.0,1.0,156.44444444444446,0.7565333333333333
983,G983,ybaO,0.002437538086532602,0.0056179775280898875,0.25,6.0975609756097564e-06,0.001218769043266301,0.0004362520625305829,4.017978808815015e-13,0.16666666666666666,0,195.0,111.0,414.0,26.0,122.0,162.0,132.0,250.0,1.0,157.0,0.7552
392,G392,ptsG,0.0042656916514320535,0.0,0.875,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.19047619047619047,0,70.0,264.0,12.0,34.0,264.0,264.0,264.0,247.0,1.0,157.77777777777777,0.7533333333333334
1261,G1261,hisP,0.0036563071297989035,0.0,0.75,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.2,0,87.0,264.0,21.0,34.0,264.0,264.0,264.0,225.0,1.0,158.22222222222223,0.7522666666666666
1468,G1468,pdxA,0.0036563071297989035,0.0,0.75,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.2,0,87.0,264.0,21.0,34.0,264.0,264.0,264.0,225.0,1.0,158.22222222222223,0.7522666666666666
1219,G1219,appC,0.0036563071297989035,0.0,0.75,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.2,0,87.0,264.0,21.0,34.0,264.0,264.0,264.0,225.0,1.0,158.22222222222223,0.7522666666666666
1151,G1151,rrsB,0.0036563071297989035,0.0,0.75,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.2,0,87.0,264.0,21.0,34.0,264.0,264.0,264.0,225.0,1.0,158.22222222222223,0.7522666666666666
1040,G1040,decoy44,0.0018281535648994518,0.0028089887640449437,0.25,2.4390243902439026e-05,0.005978556252779288,0.0006208558014607169,2.0178549999422544e-05,0.0,0,325.0,135.0,414.0,9.0,44.0,112.0,9.0,389.0,1.0,159.77777777777777,0.7485333333333334
762,G762,aidB,0.002437538086532602,0.0028089887640449437,0.375,0.0,0.0006093845216331506,0.00043017720632270275,2.0166281473900463e-13,0.0,0,195.0,135.0,211.0,34.0,151.0,173.0,151.0,389.0,1.0,160.0,0.748
1362,G1362,torC,0.004875076173065204,0.0,1.0,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.14285714285714285,0,50.0,264.0,1.0,34.0,264.0,264.0,264.0,302.0,1.0,160.44444444444446,0.7469333333333333
1599,G1599,rrfA,0.004875076173065204,0.0,1.0,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.14285714285714285,0,50.0,264.0,1.0,34.0,264.0,264.0,264.0,302.0,1.0,160.44444444444446,0.7469333333333333
1373,G1373,rrlH,0.004875076173065204,0.0,1.0,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.14285714285714285,0,50.0,264.0,1.0,34.0,264.0,264.0,264.0,302.0,1.0,160.44444444444446,0.7469333333333333
217,G217,prfA,0.002437538086532602,0.0028089887640449437,0.375,3.658536585365854e-05,0.0006093845216331506,0.00038248213464792233,2.0166281473900463e-13,0.0,0,195.0,135.0,211.0,5.0,151.0,214.0,151.0,389.0,1.0,161.33333333333334,0.7447999999999999
262,G262,fepC,0.002437538086532602,0.0028089887640449437,0.375,0.0,0.0006093845216331506,0.00042398528170193987,2.0166281473900463e-13,0.0,0,195.0,135.0,211.0,34.0,151.0,189.0,151.0,389.0,1.0,161.77777777777777,0.7437333333333334
1331,G1331,eno,0.004875076173065204,0.0,1.0,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.10714285714285714,0,50.0,264.0,1.0,34.0,264.0,264.0,264.0,315.0,1.0,161.88888888888889,0.7434666666666667
884,G884,galM,0.004875076173065204,0.0,1.0,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.10714285714285714,0,50.0,264.0,1.0,34.0,264.0,264.0,264.0,315.0,1.0,161.88888888888889,0.7434666666666667
812,G812,upp,0.004875076173065204,0.0,1.0,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.10714285714285714,0,50.0,264.0,1.0,34.0,264.0,264.0,264.0,315.0,1.0,161.88888888888889,0.7434666666666667
1188,G1188,hlyE,0.0018281535648994518,0.0028089887640449437,0.25,0.0,0.0006093845216331506,0.0004305781705969689,2.0166281473900463e-13,0.6666666666666666,0,325.0,135.0,414.0,34.0,151.0,170.0,151.0,79.0,1.0,162.22222222222223,0.7426666666666666
1039,G1039,speA,0.002437538086532602,0.0,0.5,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.8333333333333334,0,195.0,264.0,100.0,34.0,264.0,264.0,264.0,77.0,1.0,162.55555555555554,0.7418666666666667
186,G186,srlR,0.004875076173065204,0.019662921348314606,0.125,0.0,0.0042656916514320535,0.001638945654894597,1.4024732115939897e-12,0.03571428571428571,0,50.0,48.0,778.0,34.0,54.0,41.0,91.0,368.0,1.0,162.77777777777777,0.7413333333333334
33,G33,envR,0.005484460694698355,0.02247191011235955,0.125,1.8477457501847746e-05,0.004875076173065204,0.0011909159315242853,1.6026082777364898e-12,0.0,0,45.0,44.0,778.0,14.0,48.0,58.0,89.0,389.0,1.0,162.88888888888889,0.7410666666666668
1133,G1133,nusA,0.0030469226081657527,0.0,0.625,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.3,0,121.0,264.0,43.0,34.0,264.0,264.0,264.0,213.0,1.0,163.11111111111111,0.7405333333333333
1143,G1143,murP,0.0030469226081657527,0.0,0.625,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.3,0,121.0,264.0,43.0,34.0,264.0,264.0,264.0,213.0,1.0,163.11111111111111,0.7405333333333333
315,G315,moaA,0.0030469226081657527,0.0,0.625,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.3,0,121.0,264.0,43.0,34.0,264.0,264.0,264.0,213.0,1.0,163.11111111111111,0.7405333333333333
453,G453,decoy45,0.0030469226081657527,0.0,0.625,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.3,0,121.0,264.0,43.0,34.0,264.0,264.0,264.0,213.0,1.0,163.11111111111111,0.7405333333333333
1224,G1224,artJ,0.0030469226081657527,0.0,0.625,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.3,0,121.0,264.0,43.0,34.0,264.0,264.0,264.0,213.0,1.0,163.11111111111111,0.7405333333333333
274,G274,nupG,0.0030469226081657527,0.0,0.625,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.3,0,121.0,264.0,43.0,34.0,264.0,264.0,264.0,213.0,1.0,163.11111111111111,0.7405333333333333
57,G57,rhaS,0.004875076173065204,0.019662921348314606,0.125,0.0,0.004333401042724626,0.0011311865616965436,1.4411252510856286e-11,0.0,0,50.0,48.0,778.0,34.0,51.0,62.0,60.0,389.0,1.0,163.66666666666666,0.7392000000000001
1419,G1419,mraY,0.0042656916514320535,0.0,0.875,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.14285714285714285,0,70.0,264.0,12.0,34.0,264.0,264.0,264.0,302.0,1.0,163.88888888888889,0.7386666666666667
776,G776,pnuC,0.0042656916514320535,0.0,0.875,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.14285714285714285,0,70.0,264.0,12.0,34.0,264.0,264.0,264.0,302.0,1.0,163.88888888888889,0.7386666666666667
1314,G1314,argX,0.0042656916514320535,0.0,0.875,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.14285714285714285,0,70.0,264.0,12.0,34.0,264.0,264.0,264.0,302.0,1.0,163.88888888888889,0.7386666666666667
849,G849,speC,0.0042656916514320535,0.0,0.875,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.14285714285714285,0,70.0,264.0,12.0,34.0,264.0,264.0,264.0,302.0,1.0,163.88888888888889,0.7386666666666667
107,G107,mngR,0.004875076173065204,0.019662921348314606,0.125,0.0,0.0042656916514320535,0.0012819563465606397,1.4024732115939897e-12,0.03571428571428571,0,50.0,48.0,778.0,34.0,54.0,53.0,91.0,368.0,1.0,164.11111111111111,0.7381333333333333
375,G375,infB,0.002437538086532602,0.0,0.5,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.5,0,195.0,264.0,100.0,34.0,264.0,264.0,264.0,91.0,1.0,164.11111111111111,0.7381333333333333
493,G493,ychO,0.002437538086532602,0.0,0.5,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.5,0,195.0,264.0,100.0,34.0,264.0,264.0,264.0,91.0,1.0,164.11111111111111,0.7381333333333333
1114,G1114,cydA,0.002437538086532602,0.0,0.5,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.5,0,195.0,264.0,100.0,34.0,264.0,264.0,264.0,91.0,1.0,164.11111111111111,0.7381333333333333
575,G575,phnP,0.002437538086532602,0.0,0.5,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.5,0,195.0,264.0,100.0,34.0,264.0,264.0,264.0,91.0,1.0,164.11111111111111,0.7381333333333333
1295,G1295,fadA,0.0030469226081657527,0.0,0.625,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.2,0,121.0,264.0,43.0,34.0,264.0,264.0,264.0,225.0,1.0,164.44444444444446,0.7373333333333334
773,G773,cysM,0.0030469226081657527,0.0,0.625,0.0,0.0,0.0003022159963089748,1.5277485965076115e-15,0.2,0,121.0,264.0,43.0,34.0,264.0,264.0,264.0,225.0,1.0,164.44444444444446,0.7373333333333334
