Index,Gene_ID,Gene_Name,degree,in_degree,out_degree,betweenness,closeness,pagerank,eigenvector,clustering,load,degree_rank,in_degree_rank,out_degree_rank,betweenness_rank,closeness_rank,pagerank_rank,eigenvector_rank,clustering_rank,load_rank,composite_rank,composite_score
3933,G3933,YHR076W,0.0013449899125756557,0.0,0.6666666666666666,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.10714285714285714,0,85.0,170.0,9.0,11.0,170.0,170.0,170.0,54.0,1.0,93.33333333333333,0.9066598097197223
4655,G4655,YLR352W,0.0013449899125756557,0.0,0.6666666666666666,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.07142857142857142,0,85.0,170.0,9.0,11.0,170.0,170.0,170.0,72.0,1.0,95.33333333333333,0.9020313705322706
5875,G5875,YPL189W,0.0013449899125756557,0.0,0.6666666666666666,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.07142857142857142,0,85.0,170.0,9.0,11.0,170.0,170.0,170.0,72.0,1.0,95.33333333333333,0.9020313705322706
3337,G3337,YCL047C,0.0013449899125756557,0.0,0.6666666666666666,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.07142857142857142,0,85.0,170.0,9.0,11.0,170.0,170.0,170.0,72.0,1.0,95.33333333333333,0.9020313705322706
4967,G4967,YBR194W,0.0015131136516476126,0.0,0.75,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.05555555555555555,0,76.0,170.0,5.0,11.0,170.0,170.0,170.0,88.0,1.0,95.66666666666667,0.9012599640010285
5796,G5796,decoy107,0.0015131136516476126,0.0,0.75,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.05555555555555555,0,76.0,170.0,5.0,11.0,170.0,170.0,170.0,88.0,1.0,95.66666666666667,0.9012599640010285
2130,G2130,YDR325W,0.0015131136516476126,0.0,0.75,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.05555555555555555,0,76.0,170.0,5.0,11.0,170.0,170.0,170.0,88.0,1.0,95.66666666666667,0.9012599640010285
4174,G4174,YNR068C,0.0020174848688634837,0.0,1.0,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.030303030303030304,0,60.0,170.0,1.0,11.0,170.0,170.0,170.0,109.0,1.0,95.77777777777777,0.9010028284906145
3586,G3586,YJR034W,0.0018493611297915266,0.0,0.9166666666666666,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.03636363636363636,0,64.0,170.0,2.0,11.0,170.0,170.0,170.0,105.0,1.0,95.88888888888889,0.9007456929802006
1771,G1771,YKL046C,0.0016812373907195695,0.0,0.8333333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.044444444444444446,0,69.0,170.0,4.0,11.0,170.0,170.0,170.0,104.0,1.0,96.55555555555556,0.8992028799177166
3324,G3324,YJR151C,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.2,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,34.0,1.0,97.0,0.8981743378760607
2522,G2522,YBR106W,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.09523809523809523,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,70.0,1.0,97.22222222222223,0.8976600668552327
35,G35,YPR054W,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.09523809523809523,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,70.0,1.0,97.22222222222223,0.8976600668552327
317,G317,YDL108W,0.012441156691324815,0.4294117647058823,0.08333333333333333,0.0,0.012273032952252858,0.005589026606999951,4.1853059394466e-05,0.0,0,10.0,10.0,655.0,11.0,11.0,10.0,38.0,138.0,1.0,98.22222222222223,0.8953458472615068
5577,G5577,YPR132W,0.0015131136516476126,0.0,0.75,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.027777777777777776,0,76.0,170.0,5.0,11.0,170.0,170.0,170.0,112.0,1.0,98.33333333333333,0.8950887117510928
107,G107,YGR249W,0.00941492938802959,0.3235294117647059,0.08333333333333333,1.6815200941651252e-06,0.009258203868555732,0.0038735348371123444,7.96867144384484e-05,0.011688311688311689,0,19.0,19.0,655.0,7.0,20.0,19.0,29.0,117.0,1.0,98.44444444444444,0.8948315762406789
246,G246,YNL025C,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.13333333333333333,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,51.0,1.0,98.88888888888889,0.8938030341990229
2576,G2576,YDR440W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.13333333333333333,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,51.0,1.0,98.88888888888889,0.8938030341990229
3805,G3805,YHR135C,0.0006724949562878278,0.0058823529411764705,0.25,0.0,0.00016812373907195696,0.00023910380048818144,5.799811646671088e-07,0.0,0,182.0,100.0,156.0,11.0,103.0,97.0,103.0,138.0,1.0,99.0,0.8935458986886089
2679,G2679,YDL232W,0.0013449899125756557,0.0,0.6666666666666666,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.03571428571428571,0,85.0,170.0,9.0,11.0,170.0,170.0,170.0,106.0,1.0,99.11111111111111,0.8932887631781949
1670,G1670,YJL026W,0.0013449899125756557,0.0,0.6666666666666666,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.03571428571428571,0,85.0,170.0,9.0,11.0,170.0,170.0,170.0,106.0,1.0,99.11111111111111,0.8932887631781949
13,G13,YPL048W,0.009751176866173503,0.3352941176470588,0.08333333333333333,1.6815200941651252e-06,0.00958590268200107,0.0027307823729460392,5.675722653300436e-05,0.0054446460980036296,0,15.0,17.0,655.0,7.0,18.0,25.0,34.0,122.0,1.0,99.33333333333333,0.8927744921573669
1249,G1249,YMR157C,0.0018493611297915266,0.0,0.9166666666666666,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,64.0,170.0,2.0,11.0,170.0,170.0,170.0,138.0,1.0,99.55555555555556,0.8922602211365389
105,G105,YMR033W,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.047619047619047616,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,92.0,1.0,99.66666666666667,0.892003085626125
4212,G4212,YJL156C,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.047619047619047616,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,92.0,1.0,99.66666666666667,0.892003085626125
4709,G4709,YLR204W,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.047619047619047616,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,92.0,1.0,99.66666666666667,0.892003085626125
915,G915,YGR248W,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.047619047619047616,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,92.0,1.0,99.66666666666667,0.892003085626125
111,G111,YOR028C,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.047619047619047616,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,92.0,1.0,99.66666666666667,0.892003085626125
2920,G2920,decoy207,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.047619047619047616,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,92.0,1.0,99.66666666666667,0.892003085626125
1219,G1219,YDR498C,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.047619047619047616,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,92.0,1.0,99.66666666666667,0.892003085626125
389,G389,YMR069W,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.047619047619047616,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,92.0,1.0,99.66666666666667,0.892003085626125
512,G512,YFR052W,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.047619047619047616,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,92.0,1.0,99.66666666666667,0.892003085626125
5193,G5193,YNL076W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.06666666666666667,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,75.0,1.0,101.55555555555556,0.8876317819490872
19,G19,YIR018W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.06666666666666667,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,75.0,1.0,101.55555555555556,0.8876317819490872
4995,G4995,decoy161,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.06666666666666667,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,75.0,1.0,101.55555555555556,0.8876317819490872
3954,G3954,YDL164C,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.06666666666666667,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,75.0,1.0,101.55555555555556,0.8876317819490872
4820,G4820,YFR025C,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.06666666666666667,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,75.0,1.0,101.55555555555556,0.8876317819490872
537,G537,YBR019C,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.06666666666666667,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,75.0,1.0,101.55555555555556,0.8876317819490872
801,G801,YOR078W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.06666666666666667,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,75.0,1.0,101.55555555555556,0.8876317819490872
5095,G5095,decoy218,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.06666666666666667,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,75.0,1.0,101.55555555555556,0.8876317819490872
1696,G1696,YNL193W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.06666666666666667,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,75.0,1.0,101.55555555555556,0.8876317819490872
1378,G1378,YFR041C,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.06666666666666667,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,75.0,1.0,101.55555555555556,0.8876317819490872
2645,G2645,YNL260C,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.06666666666666667,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,75.0,1.0,101.55555555555556,0.8876317819490872
3916,G3916,YNL128W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.06666666666666667,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,75.0,1.0,101.55555555555556,0.8876317819490872
3964,G3964,YPR159W,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.4,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,12.0,1.0,101.88888888888889,0.8868603754178452
9,G9,YBR150C,0.005884330867518494,0.2,0.08333333333333333,0.0,0.005388581380511442,0.002061605079286572,0.02178817938891732,0.030252100840336135,0,32.0,33.0,655.0,11.0,35.0,33.0,8.0,110.0,1.0,102.0,0.8866032399074312
66,G66,YDR451C,0.006724949562878278,0.22941176470588234,0.08333333333333333,0.0,0.0075827627315522405,0.0023507885720043635,0.00126628771354515,0.008974358974358974,0,28.0,29.0,655.0,11.0,27.0,30.0,16.0,121.0,1.0,102.0,0.8866032399074312
5002,G5002,YJL164C,0.0013449899125756557,0.0,0.6666666666666666,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,85.0,170.0,9.0,11.0,170.0,170.0,170.0,138.0,1.0,102.66666666666667,0.8850604268449472
1955,G1955,YKR051W,0.0013449899125756557,0.0,0.6666666666666666,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,85.0,170.0,9.0,11.0,170.0,170.0,170.0,138.0,1.0,102.66666666666667,0.8850604268449472
955,G955,YGL028C,0.0013449899125756557,0.0,0.6666666666666666,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,85.0,170.0,9.0,11.0,170.0,170.0,170.0,138.0,1.0,102.66666666666667,0.8850604268449472
210,G210,YBR297W,0.007229320780094149,0.24705882352941178,0.08333333333333333,0.0,0.007246712891032627,0.0031557816731501644,0.00021669040467347625,0.0011074197120708748,0,25.0,25.0,655.0,11.0,29.0,23.0,24.0,133.0,1.0,102.88888888888889,0.8845461558241193
5678,G5678,YPL270W,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,138.0,1.0,104.77777777777777,0.8801748521470816
3510,G3510,YGR030C,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,138.0,1.0,104.77777777777777,0.8801748521470816
2997,G2997,YBR127C,0.0011768661735036988,0.0,0.5833333333333334,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,95.0,170.0,18.0,11.0,170.0,170.0,170.0,138.0,1.0,104.77777777777777,0.8801748521470816
220,G220,YDR520C,0.007229320780094149,0.24705882352941178,0.08333333333333333,0.0,0.0070611970410221925,0.0029822248711739185,2.4082706267747273e-05,0.0011074197120708748,0,25.0,25.0,655.0,11.0,30.0,24.0,55.0,133.0,1.0,106.55555555555556,0.8760606839804577
4401,G4401,YJR131W,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
2787,G2787,YMR055C,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
4294,G4294,YOR294W,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
3922,G3922,YIL091C,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
4736,G4736,YHL015W,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
4794,G4794,YIR011C,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
1909,G1909,decoy64,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
4316,G4316,YPL057C,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
4078,G4078,YBR271W,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
1529,G1529,YGR255C,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
1265,G1265,YNL070W,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
114,G114,YOL067C,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
502,G502,decoy222,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
3246,G3246,YDR035W,0.0008406186953597847,0.0,0.4166666666666667,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.1,0,149.0,170.0,64.0,11.0,170.0,170.0,170.0,55.0,1.0,106.66666666666667,0.8758035484700437
4235,G4235,YBR088C,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
3467,G3467,YJL146W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
3721,G3721,YGL215W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
353,G353,YDR100W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
2437,G2437,YIL049W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
1092,G1092,YNL169C,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
4373,G4373,YDR252W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
1697,G1697,YAL016C-B,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
50,G50,YOR344C,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
4639,G4639,YNL286W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
2751,G2751,YNR006W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
5280,G5280,YDL240W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
2002,G2002,YFR049W,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
1272,G1272,decoy36,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
18,G18,YCR096C,0.0010087424344317419,0.0,0.5,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.0,0,115.0,170.0,32.0,11.0,170.0,170.0,170.0,138.0,1.0,108.55555555555556,0.8714322447930059
3181,G3181,YBR085W,0.0006724949562878278,0.0,0.3333333333333333,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.16666666666666666,0,182.0,170.0,93.0,11.0,170.0,170.0,170.0,35.0,1.0,111.33333333333333,0.8650038570326563
1559,G1559,YOR211C,0.0006724949562878278,0.0,0.3333333333333333,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.16666666666666666,0,182.0,170.0,93.0,11.0,170.0,170.0,170.0,35.0,1.0,111.33333333333333,0.8650038570326563
823,G823,YBR136W,0.0006724949562878278,0.0,0.3333333333333333,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.16666666666666666,0,182.0,170.0,93.0,11.0,170.0,170.0,170.0,35.0,1.0,111.33333333333333,0.8650038570326563
737,G737,YBR228W,0.0006724949562878278,0.0,0.3333333333333333,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.16666666666666666,0,182.0,170.0,93.0,11.0,170.0,170.0,170.0,35.0,1.0,111.33333333333333,0.8650038570326563
669,G669,YMR243C,0.0006724949562878278,0.0,0.3333333333333333,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.16666666666666666,0,182.0,170.0,93.0,11.0,170.0,170.0,170.0,35.0,1.0,111.33333333333333,0.8650038570326563
546,G546,YOR063W,0.0006724949562878278,0.0,0.3333333333333333,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.16666666666666666,0,182.0,170.0,93.0,11.0,170.0,170.0,170.0,35.0,1.0,111.33333333333333,0.8650038570326563
1443,G1443,YCR101C,0.0006724949562878278,0.0,0.3333333333333333,0.0,0.0,0.00012912293689912562,6.7439670310128955e-09,0.16666666666666666,0,182.0,170.0,93.0,11.0,170.0,170.0,170.0,35.0,1.0,111.33333333333333,0.8650038570326563
