Index,Gene_ID,Gene_Name,degree,in_degree,out_degree,betweenness,closeness,pagerank,eigenvector,clustering,load,degree_rank,in_degree_rank,out_degree_rank,betweenness_rank,closeness_rank,pagerank_rank,eigenvector_rank,clustering_rank,load_rank,composite_rank,composite_score
2,G2,nikR,0.0006653359946773121,0.004366812227074236,0.25,0.0,0.00022177866489243733,0.00021311570193025353,8.567389718672961e-07,1.0,0,114.0,70.0,152.0,5.0,74.0,114.0,74.0,1.0,1.0,67.22222222222223,0.8892355694227769
303,G303,glnG,0.007318695941450432,0.13973799126637554,0.125,0.0,0.007096917276557995,0.004229012490861635,2.7000664160255092e-05,0.0,0,10.0,11.0,359.0,5.0,11.0,7.0,20.0,190.0,1.0,68.22222222222223,0.8845553822152886
341,G341,yccW,0.0008871146595697493,0.004366812227074236,0.375,0.0,0.00022177866489243733,0.00034278612119249515,8.567389718672961e-07,0.0,0,69.0,70.0,62.0,5.0,74.0,69.0,74.0,190.0,1.0,68.22222222222223,0.8845553822152886
252,G252,decoy17,0.001996007984031936,0.034934497816593885,0.125,0.0,0.0019168013179989229,0.0009677846368525609,0.00018976768226860614,0.19444444444444445,0,25.0,27.0,359.0,5.0,28.0,32.0,11.0,133.0,1.0,69.0,0.8809152366094644
2312,G2312,bacA,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.5,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,64.0,1.0,69.22222222222223,0.8798751950078003
2666,G2666,focA,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.5,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,64.0,1.0,69.22222222222223,0.8798751950078003
1656,G1656,yibJ,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,66.0,1.0,69.44444444444444,0.8788351534061363
3725,G3725,fecE,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,66.0,1.0,69.44444444444444,0.8788351534061363
990,G990,ygiH,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,66.0,1.0,69.44444444444444,0.8788351534061363
3936,G3936,yeiG,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,66.0,1.0,69.44444444444444,0.8788351534061363
4144,G4144,yjfI,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,1.0,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,1.0,1.0,71.44444444444444,0.8694747789911597
3160,G3160,csgC,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,1.0,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,1.0,1.0,71.44444444444444,0.8694747789911597
108,G108,ygaV,0.005100909292526059,0.09606986899563319,0.125,0.0,0.004879130627633622,0.002310669046755932,1.8567139905936517e-05,0.0,0,15.0,16.0,359.0,5.0,16.0,17.0,25.0,190.0,1.0,71.55555555555556,0.8689547581903276
217,G217,yiiE,0.004879130627633621,0.09170305676855896,0.125,0.0,0.004657351962741184,0.0021571528379865255,1.7723787480504656e-05,0.0,0,17.0,17.0,359.0,5.0,17.0,18.0,26.0,190.0,1.0,72.22222222222223,0.8658346333853354
114,G114,ykgA,0.00421379463295631,0.07860262008733625,0.125,8.873114463176575e-06,0.003992015968063872,0.002061016045227242,1.5193730204209056e-05,0.0,0,18.0,18.0,359.0,1.0,18.0,19.0,27.0,190.0,1.0,72.33333333333333,0.8653146125845035
258,G258,agaR,0.00332667997338656,0.0611353711790393,0.125,0.0,0.003104901308494123,0.0012573283549427957,1.1820320502481588e-05,0.09523809523809523,0,21.0,21.0,359.0,5.0,21.0,26.0,30.0,168.0,1.0,72.44444444444444,0.8647945917836714
905,G905,mutM,0.0011088933244621866,0.0,0.625,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3,0,50.0,115.0,8.0,5.0,115.0,115.0,115.0,128.0,1.0,72.44444444444444,0.8647945917836714
3219,G3219,aroB,0.0015524506542470614,0.0,0.875,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.09523809523809523,0,34.0,115.0,2.0,5.0,115.0,115.0,115.0,168.0,1.0,74.44444444444444,0.8554342173686947
4123,G4123,bioB,0.0017742293191394987,0.0,1.0,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.07142857142857142,0,32.0,115.0,1.0,5.0,115.0,115.0,115.0,173.0,1.0,74.66666666666667,0.8543941757670307
2514,G2514,ybaT,0.0011088933244621866,0.0,0.625,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.1,0,50.0,115.0,8.0,5.0,115.0,115.0,115.0,156.0,1.0,75.55555555555556,0.8502340093603744
1402,G1402,nhoA,0.0011088933244621866,0.0,0.625,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.1,0,50.0,115.0,8.0,5.0,115.0,115.0,115.0,156.0,1.0,75.55555555555556,0.8502340093603744
3397,G3397,ymgE,0.0011088933244621866,0.0,0.625,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.1,0,50.0,115.0,8.0,5.0,115.0,115.0,115.0,156.0,1.0,75.55555555555556,0.8502340093603744
3811,G3811,yjhR,0.0011088933244621866,0.0,0.625,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.1,0,50.0,115.0,8.0,5.0,115.0,115.0,115.0,156.0,1.0,75.55555555555556,0.8502340093603744
2039,G2039,yhcA,0.0011088933244621866,0.0,0.625,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.1,0,50.0,115.0,8.0,5.0,115.0,115.0,115.0,156.0,1.0,75.55555555555556,0.8502340093603744
3327,G3327,mdoG,0.0011088933244621866,0.0,0.625,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.1,0,50.0,115.0,8.0,5.0,115.0,115.0,115.0,156.0,1.0,75.55555555555556,0.8502340093603744
3328,G3328,yjhY,0.0011088933244621866,0.0,0.625,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.1,0,50.0,115.0,8.0,5.0,115.0,115.0,115.0,156.0,1.0,75.55555555555556,0.8502340093603744
3127,G3127,yiaM,0.0011088933244621866,0.0,0.625,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.1,0,50.0,115.0,8.0,5.0,115.0,115.0,115.0,156.0,1.0,75.55555555555556,0.8502340093603744
3829,G3829,thiG,0.0011088933244621866,0.0,0.625,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.1,0,50.0,115.0,8.0,5.0,115.0,115.0,115.0,156.0,1.0,75.55555555555556,0.8502340093603744
1537,G1537,ssrA,0.0011088933244621866,0.0,0.625,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.1,0,50.0,115.0,8.0,5.0,115.0,115.0,115.0,156.0,1.0,75.55555555555556,0.8502340093603744
3859,G3859,pheP,0.0011088933244621866,0.0,0.625,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.1,0,50.0,115.0,8.0,5.0,115.0,115.0,115.0,156.0,1.0,75.55555555555556,0.8502340093603744
338,G338,rpsS,0.0011088933244621866,0.0,0.625,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.1,0,50.0,115.0,8.0,5.0,115.0,115.0,115.0,156.0,1.0,75.55555555555556,0.8502340093603744
874,G874,yqiJ,0.0015524506542470614,0.0,0.875,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.047619047619047616,0,34.0,115.0,2.0,5.0,115.0,115.0,115.0,180.0,1.0,75.77777777777777,0.8491939677587104
1691,G1691,nlpI,0.0013306719893546241,0.0,0.75,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.06666666666666667,0,42.0,115.0,4.0,5.0,115.0,115.0,115.0,174.0,1.0,76.22222222222223,0.8471138845553822
97,G97,ytfH,0.001996007984031936,0.034934497816593885,0.125,0.0,0.0017742293191394987,0.0007729195004658365,6.760205949890372e-06,0.08333333333333333,0,25.0,27.0,359.0,5.0,29.0,36.0,33.0,171.0,1.0,76.22222222222223,0.8471138845553822
3254,G3254,tam,0.0013306719893546241,0.0,0.75,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.06666666666666667,0,42.0,115.0,4.0,5.0,115.0,115.0,115.0,174.0,1.0,76.22222222222223,0.8471138845553822
845,G845,atpC,0.0013306719893546241,0.0,0.75,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.06666666666666667,0,42.0,115.0,4.0,5.0,115.0,115.0,115.0,174.0,1.0,76.22222222222223,0.8471138845553822
4243,G4243,acnB,0.0013306719893546241,0.0,0.75,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.06666666666666667,0,42.0,115.0,4.0,5.0,115.0,115.0,115.0,174.0,1.0,76.22222222222223,0.8471138845553822
275,G275,yahB,0.0015524506542470614,0.026200873362445413,0.125,0.0,0.0013306719893546241,0.0005892662952082209,5.073501099026644e-06,0.23809523809523808,0,34.0,36.0,359.0,5.0,37.0,45.0,41.0,130.0,1.0,76.44444444444444,0.8460738429537182
2635,G2635,yhcC,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
591,G591,hsdR,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
2263,G2263,yebO,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
4409,G4409,gnsB,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
1555,G1555,decoy187,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
3566,G3566,yceD,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
767,G767,ygfZ,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
682,G682,aaaD,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
1728,G1728,yegW,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
2262,G2262,pphA,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
4445,G4445,tadA,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
2503,G2503,ycjV,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
532,G532,ftsL,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
794,G794,hyfG,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
2139,G2139,avtA,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
2525,G2525,flgA,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
1390,G1390,ybbD,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
3783,G3783,yedV,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
3752,G3752,yhiS,0.0008871146595697493,0.0,0.5,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.16666666666666666,0,69.0,115.0,24.0,5.0,115.0,115.0,115.0,134.0,1.0,77.0,0.843473738949558
2115,G2115,yifN,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.6666666666666666,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,61.0,1.0,78.11111111111111,0.8382735309412377
1815,G1815,cheB,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.6666666666666666,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,61.0,1.0,78.11111111111111,0.8382735309412377
2963,G2963,yeiI,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.6666666666666666,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,61.0,1.0,78.11111111111111,0.8382735309412377
1741,G1741,psrD,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
2639,G2639,yedZ,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
390,G390,gapC,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
2301,G2301,ygaP,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
4420,G4420,ampC,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
3593,G3593,glnS,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
3125,G3125,yjhB,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
2315,G2315,fbaB,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
1543,G1543,fepG,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
4269,G4269,yqjD,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
3582,G3582,acrF,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
1587,G1587,wcaF,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
3481,G3481,kch,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
1210,G1210,mdtK,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
3140,G3140,glyU,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
2358,G2358,ydhS,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
1425,G1425,intF,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
3468,G3468,flxA,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
3182,G3182,yfjQ,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
1288,G1288,decoy182,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
4149,G4149,malY,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
4070,G4070,hcaT,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
4061,G4061,pphB,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
2119,G2119,can,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
3372,G3372,kdgK,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
2819,G2819,trxA,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
4342,G4342,yeeE,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
4002,G4002,yrfF,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
3458,G3458,fsr,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
4325,G4325,decoy123,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
340,G340,sufC,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
2240,G2240,alsC,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
3552,G3552,panB,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
2328,G2328,decoy93,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
4109,G4109,fliI,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
3559,G3559,sieB,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
2782,G2782,pspE,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
2759,G2759,ymfK,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
3305,G3305,murP,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
2993,G2993,tgt,0.0006653359946773121,0.0,0.375,0.0,0.0,0.0001851923860942673,1.3386546435426505e-08,0.3333333333333333,0,114.0,115.0,62.0,5.0,115.0,115.0,115.0,66.0,1.0,78.66666666666667,0.8356734269370775
