source_name,target_name,confidence
decoy128,feoC,0.9999867677688599
yjiA,feoC,0.999998927116394
yjiA,decoy5,0.9775874018669128
fic,ydeM,0.9976634979248047
arnA,cysB,0.8440845608711243
fepG,decoy7,0.999377965927124
pyrI,feoC,0.9999861717224121
decoy187,rpiR,0.9544576406478882
decoy187,decoy7,0.9999146461486816
yohK,abrB,0.9316285252571106
ycbQ,ydeM,0.9865896701812744
yjhQ,feoC,0.9999819993972778
nlpI,yciT,0.999126136302948
nlpI,ydeM,0.988264799118042
nlpI,decoy7,0.9990957975387573
rhsE,metJ,0.98780757188797
cpxA,yeeY,0.9997794032096863
cybB,metR,0.9378494024276733
yegW,decoy7,0.9999480247497559
psrD,decoy7,0.9996414184570312
acpP,glnG,0.9927206039428711
ytfK,yeeY,0.9950950145721436
rplW,metR,0.9351842403411865
rseA,dhaR,0.8643211126327515
thrC,feoC,0.9999991655349731
gfcC,feoC,0.9999855756759644
pgi,leuO,0.9987543821334839
aspA,stpA,0.9998711347579956
ydeJ,abrB,0.9295132756233215
dinD,basR,0.8231738805770874
fecB,feoC,0.999998927116394
tnaA,rho,0.9945535659790039
eutJ,frlR,0.9714156985282898
mnmG,yciT,0.9991469383239746
yggR,frlR,0.9698613286018372
ybgK,yeeY,0.9963155388832092
ybgK,idnR,0.9810716509819031
ybgK,stpA,0.997732400894165
nuoK,metR,0.9735295176506042
nuoK,envY,0.9013996124267578
yoaC,feoC,0.9999843835830688
ycgB,decoy20,0.8693788051605225
yecD,feoC,0.999998927116394
yibT,feoC,0.9999829530715942
yraI,relB,0.8592826724052429
fixB,dhaR,0.8786230683326721
aslA,feoC,0.9999860525131226
yhcA,uxuR,0.9988775849342346
decoy102,idnR,0.9747766256332397
fadA,ygaV,0.9704251289367676
mcrA,glnG,0.9923158884048462
yifN,yciT,0.9987769722938538
can,norR,0.9274927377700806
mdtA,uxuR,0.9934159517288208
yafW,metR,0.937548041343689
ycdU,yeeY,0.9952880144119263
yfbP,metJ,0.9878118634223938
ylbI,yeeY,0.9951213002204895
cmtB,rho,0.9940137267112732
yagS,feoC,0.9999991655349731
bamC,uxuR,0.9917886853218079
yebO,glnG,0.9932988882064819
decoy151,stpA,0.9971388578414917
nudB,yeeY,0.9992305040359497
ydcA,yiiE,0.9745199084281921
bacA,decoy17,0.9962131977081299
bacA,ycfQ,0.9985438585281372
rhaB,decoy7,0.999672532081604
decoy93,agaR,0.9486991763114929
yiaF,feoC,0.9999947547912598
yiaF,rho,0.9979894161224365
ydhS,yciT,0.9988721013069153
ydhS,ulaR,0.9953644275665283
sgcE,glnG,0.9923740029335022
fimC,rho,0.9941891431808472
ykgE,norR,0.9313405752182007
uidC,ygaV,0.9723681211471558
ycgN,feoC,0.9999866485595703
rpsN,feoC,0.9999861717224121
rpiB,glnG,0.9923696517944336
eutM,feoC,0.9999850988388062
eutM,flhC,0.813352108001709
ycjV,yneL,0.9600309133529663
ycjV,feoC,0.9999949932098389
ycjV,cbl,0.9822515249252319
ybaT,decoy7,0.9998140931129456
yohJ,ulaR,0.9948166012763977
flgA,decoy7,0.9997469782829285
ygcE,yciT,0.9988328814506531
dnaJ,feoC,0.999984622001648
spf,flhC,0.8906524181365967
rluC,decoy7,0.9999432563781738
yihU,dhaR,0.8611218333244324
ffs,tyrR,0.8839567303657532
decoy88,yeeY,0.9954530000686646
yhcC,decoy7,0.9999489784240723
yhcC,idnR,0.998960018157959
yhcC,stpA,0.9998797178268433
yedZ,stpA,0.9998213648796082
ygfU,yeeY,0.9992616772651672
focA,ycfQ,0.9542520046234131
focA,malI,0.8599770069122314
cpsB,metR,0.9805632829666138
yiiF,mntR,0.8957772254943848
yfhL,ulaR,0.9951928853988647
artQ,decoy7,0.9997674822807312
artQ,idnR,0.9951189756393433
der,feoC,0.9999843835830688
nuoJ,yjiE,0.92833012342453
nuoJ,ycfQ,0.960330605506897
hisH,ygaV,0.9821240305900574
ydeK,gutM,0.9307175278663635
ybjG,ykgA,0.9754849672317505
ybjG,ybdO,0.9614850282669067
napH,metJ,0.9956936836242676
ymfK,decoy7,0.9999402761459351
decoy141,nsrR,0.9124050140380859
pdxB,feoC,0.9999866485595703
pdxB,tdcR,0.9046316146850586
glpA,feoC,0.9999853372573853
glpA,yidZ,0.837358832359314
puuD,uxuR,0.9921191930770874
mmuP,stpA,0.9972406625747681
narX,leuO,0.961625337600708
pspE,decoy7,0.998727023601532
pspE,stpA,0.996905505657196
lpxA,ykgA,0.9474227428436279
rpsR,feoC,0.999998927116394
pldB,agaR,0.9334284067153931
ydhX,ygaV,0.9727041125297546
decoy55,metJ,0.987594485282898
yhfW,yeeY,0.9960361123085022
yhfW,ybdO,0.9234639406204224
pptA,ydeM,0.9838985800743103
fdnH,putA,0.9398078322410583
yjiN,decoy27,0.9418577551841736
yqiI,yciT,0.9987506866455078
pdxY,iscR,0.8751204609870911
sulA,uxuR,0.9925147891044617
kbl,yahB,0.9843719601631165
allA,putA,0.8195912837982178
gfcE,agaR,0.9355030059814453
citE,yiiE,0.9774328470230103
fliY,yciT,0.9989161491394043
yajC,yrbA,0.818070113658905
dapA,stpA,0.9998656511306763
amiC,feoC,0.9999847412109375
wcaC,yahB,0.9832497239112854
yciA,malT,0.9783808588981628
dnaT,ydeM,0.9816989898681641
istR,ydeM,0.9838060140609741
rspA,yiiE,0.987583339214325
ybeQ,abrB,0.929172694683075
psd,malT,0.9309588670730591
yjhB,stpA,0.9993010759353638
yiaM,yeeY,0.9976939558982849
yiaM,idnR,0.9876757860183716
rhaA,stpA,0.9998723268508911
csgC,decoy17,0.9193651080131531
plsX,idnR,0.9759277105331421
aroB,ydeM,0.9927177429199219
tam,ybdO,0.8817731738090515
tam,decoy7,0.9983596205711365
oppB,zntR,0.8263476490974426
alkA,metJ,0.9908627271652222
ydiT,ydcR,0.8386339545249939
yliJ,feoC,0.999998927116394
yhjE,norR,0.9738522171974182
murP,stpA,0.9969488978385925
ygfY,stpA,0.9998756647109985
hslU,yeeY,0.9957963228225708
yjhY,yciT,0.9996553659439087
flk,feoC,0.999984860420227
yigB,malT,0.889528214931488
yigB,idnR,0.9590722322463989
yfcP,ydeM,0.9830034971237183
ygfX,relB,0.8574415445327759
cynT,yciT,0.9997346997261047
hypD,leuO,0.9638842940330505
fimA,frlR,0.9918782711029053
kdgK,decoy7,0.9999161958694458
yfiB,ydeM,0.9838257431983948
ymgE,decoy7,0.9979032278060913
decoy138,putA,0.9440529346466064
galM,abgR,0.9066489338874817
deoB,ulaR,0.9948605895042419
flxA,decoy22,0.9351535439491272
flxA,agaR,0.9957804679870605
kch,feoC,0.9999841451644897
fdoG,yciT,0.9996867179870605
insB,ytfH,0.921491265296936
cysZ,ytfH,0.9245664477348328
rluA,rho,0.9951428174972534
dnaX,yeeY,0.9950195550918579
panB,decoy7,0.9940816760063171
panB,stpA,0.9857620000839233
sieB,yeeY,0.9908348321914673
yceD,ypdB,0.9874559044837952
acrF,ulaR,0.9953728318214417
glnS,stpA,0.9938793182373047
ydhU,ydeM,0.9954132437705994
ydhU,ybdO,0.9728716015815735
yfbO,yeeY,0.9992789626121521
ybeD,leuO,0.9581180214881897
ygbM,metJ,0.9878774881362915
ydeT,decoy7,0.9986787438392639
borD,decoy27,0.942692756652832
sirA,zntR,0.8229020237922668
yhdX,uxuR,0.992144763469696
yigP,feoC,0.9999992847442627
fecE,yeeY,0.9957067370414734
fecE,ytfH,0.9259786009788513
lomR,tdcR,0.893349289894104
yggI,ulaR,0.9211341142654419
manZ,feoC,0.9999990463256836
manZ,creB,0.976926863193512
decoy131,yciT,0.9988045692443848
torT,yciT,0.9988412261009216
yedV,stpA,0.9970352649688721
ybhI,idnR,0.998506486415863
yjhR,ycfQ,0.9827293157577515
yjhR,stpA,0.9990772008895874
fimI,yciT,0.9989675283432007
rtn,stpA,0.997829020023346
pheP,decoy7,0.9988476037979126
yddL,stpA,0.9972905516624451
purK,feoC,0.9999855756759644
ushA,agaR,0.9448209404945374
yeiG,uxuR,0.9923179149627686
yeiG,decoy7,0.9987863898277283
hycH,decoy7,0.9987837672233582
ackA,stpA,0.9975758194923401
galE,ydcR,0.8306501507759094
yggD,glnG,0.9929726123809814
ttdT,decoy7,0.998112678527832
gudP,feoC,0.999998927116394
bioB,ydeM,0.9913536906242371
bioB,ybdO,0.9503311514854431
bioB,putA,0.9569213390350342
malY,decoy7,0.998672604560852
nrdD,ycaN,0.8486502170562744
ykfK,feoC,0.9999854564666748
yciI,ykgA,0.9777307510375977
ade,envR,0.8951199054718018
yjgQ,feoC,0.9999922513961792
acnB,yeeY,0.9950299263000488
acnB,ybdO,0.9109558463096619
mdtC,mntR,0.8729659914970398
pgpA,cbl,0.9443511366844177
wcaD,feoC,0.9999850988388062
yqjD,ycfQ,0.9630662202835083
yicI,abgR,0.8939035534858704
yfeO,yneL,0.8950998187065125
yfeO,yciT,0.9988067150115967
pitA,feoC,0.9999865293502808
decoy123,agaR,0.9958672523498535
chbF,rho,0.9928619265556335
bglG,feoC,0.999998927116394
yjhH,ygaV,0.9902756214141846
yjhH,yiiE,0.9914645552635193
pgaA,ycaN,0.829805314540863
pbpC,feoC,0.9999853372573853
yfaE,feoC,0.999984622001648
gnsB,decoy7,0.9987654685974121
tadA,yciT,0.9995473027229309
tadA,abgR,0.9513886570930481
atpD,feoC,0.999984860420227
atpD,decoy7,0.9987637996673584
coaD,fieF,0.8522337079048157
ydjG,ybiP,0.9189743399620056
sdhB,arrD,0.9749276638031006
marA,yhbO,0.8776949644088745
kbl,micF,0.8079982399940491
decoy92,folE,0.8201159238815308
yibA,sfmD,0.868579626083374
ppk,murG,0.891015887260437
uidA,fliP,0.9035018682479858
rpoN,yrbA,0.8550865054130554
lacI,idnR,0.9924684166908264
yrbA,yciT,0.9989815354347229
ytfH,decoy7,0.9998903274536133
ygaV,leuO,0.9175320863723755
xapR,metJ,0.9805548191070557
ypdC,feoC,0.9999992847442627
yeaT,yciT,0.9992233514785767
yeaT,feoC,0.9999979734420776
yjiE,leuO,0.9435721039772034
decoy20,evgA,0.984893262386322
fabR,feoC,0.9999986886978149
ycfQ,feoC,0.9999978542327881
gatR,zur,0.8040992617607117
malI,ygeH,0.8458070755004883
hns,decoy7,0.9997783303260803
hyfR,yciT,0.998261034488678
hyfR,feoC,0.9999960660934448
yeaM,idnR,0.997800886631012
fliA,rho,0.9954492449760437
stpA,decoy7,0.9020955562591553
rpsS,decoy7,0.9999524354934692
yccW,decoy7,0.9999492168426514
trpT,ydeM,0.9872841835021973
trpT,uxuR,0.992588222026825
ccmA,ygaV,0.9648195505142212
gapC,decoy7,0.9997814297676086
gapC,stpA,0.9996260404586792
modB,yciT,0.9994927644729614
yfdF,ygaV,0.9621379971504211
iaaA,feoC,0.9999997615814209
iaaA,putA,0.9769912362098694
pinH,dhaR,0.9648066759109497
quuQ,hyfR,0.891514241695404
nuoG,frlR,0.9759583473205566
ftsL,stpA,0.9996926784515381
hsdR,rho,0.99872225522995
yagK,metJ,0.9846504330635071
ftnB,glnG,0.9616858959197998
amiB,gutM,0.8771001696586609
hflD,leuO,0.9671608805656433
hflD,idnR,0.9911037683486938
yobF,yeeY,0.9996694326400757
aaaD,yeeY,0.9990099668502808
pyrL,G0,0.9103162288665771
abgA,feoC,0.9999986886978149
abgA,agaR,0.8785391449928284
yjcS,gutM,0.900348961353302
yjcS,decoy7,0.999929666519165
yjcS,glnG,0.9868343472480774
hyfG,decoy7,0.9999226331710815
hyfG,decoy27,0.985646665096283
poxA,evgA,0.9823441505432129
sfmD,evgA,0.9840105175971985
atpC,decoy27,0.9425015449523926
uvrY,yeeY,0.9998302459716797
yqiJ,yciT,0.9997090697288513
yafO,yciT,0.9992480874061584
yigG,yiiE,0.9832296967506409
pgaB,yeeY,0.9994614720344543
phnH,frlR,0.9768980741500854
lolA,evgA,0.9823890328407288
rimL,feoC,0.999998927116394
mdlA,ygeH,0.8376582860946655
ymdC,feoC,0.9999983310699463
yicO,feoC,0.9999995231628418
dsdA,ygeH,0.8278005719184875
ygiH,yciT,0.9993150234222412
ygbT,rho,0.998724639415741
yjdL,decoy7,0.9998922348022461
yjdL,stpA,0.9998155236244202
tdcF,feoC,0.9999997615814209
tatC,G0,0.9084511399269104
nikB,yciT,0.9998284578323364
nikB,ulaR,0.9526020288467407
chpA,leuO,0.9783934950828552
rfaS,ykgA,0.9360731244087219
pgaD,leuO,0.9811958074569702
yeaU,metJ,0.9846606850624084
ksgA,decoy7,0.9997959733009338
ksgA,stpA,0.9996486902236938
rsmC,yeeY,0.9994152784347534
decoy182,decoy7,0.9996614456176758
decoy182,hyfR,0.8700370192527771
yfdP,rho,0.9953195452690125
yghR,abgR,0.9328497052192688
yghR,idnR,0.9977647066116333
ybfM,feoC,0.999998927116394
yecF,feoC,0.999998927116394
ybbD,agaR,0.9579159617424011
nhoA,stpA,0.9995356798171997
hisC,yiiE,0.9842731952667236
ymdE,ygaV,0.9645724892616272
trpA,agaR,0.8563786149024963
fic,stpA,0.999907374382019
arnA,decoy7,0.9998750686645508
arnA,stpA,0.999785840511322
nudK,feoC,0.9999985694885254
ssrA,ydeM,0.9837866425514221
ssrA,decoy7,0.9998862743377686
ssrA,stpA,0.9998053908348083
yabP,frlR,0.924186110496521
yadM,feoC,0.9999985694885254
wcaF,decoy7,0.9999523162841797
wcaF,stpA,0.9999179840087891
yddE,ydeM,0.9906845092773438
uhpT,decoy1,0.9902646541595459
uhpT,decoy7,0.9997734427452087
uhpT,stpA,0.999613344669342
ggt,yciT,0.999840259552002
ggt,feoC,0.9999996423721313
decoy117,hns,0.8486359119415283
nlpI,stpA,0.9999078512191772
cpxA,ydeM,0.9912740588188171
yegW,stpA,0.9998834133148193
phnL,decoy27,0.9455370306968689
psrD,stpA,0.9995872378349304
ytfK,ybdO,0.9484671950340271
ygiN,decoy7,0.9997159838676453
glnP,feoC,0.9999994039535522
gfcC,decoy1,0.9890391826629639
decoy56,decoy7,0.9999525547027588
decoy56,stpA,0.9999184608459473
aspA,uxuR,0.9811040163040161
yehI,yiiE,0.9546148180961609
hycD,rtcR,0.843595027923584
qor,glnG,0.9540132284164429
rsmD,feoC,0.9999986886978149
ycfS,ulaR,0.8789581060409546
ygfJ,yiiE,0.9840880632400513
dnaG,hipA,0.8178884983062744
dinF,feoC,0.9999985694885254
ybgK,yciT,0.9998942613601685
nuoK,rho,0.9982615113258362
aroM,yciT,0.9994152784347534
ycgB,evgA,0.9830563068389893
yecD,stpA,0.9996583461761475
phnE,feoC,0.9999997615814209
cynX,aaeR,0.9297991394996643
fixB,feoC,0.9999996423721313
ycjU,yciT,0.9994580149650574
aslA,ycaN,0.9115720987319946
yhcA,ydeM,0.9854082465171814
yhcA,stpA,0.99982750415802
dmsA,ybdO,0.8206163048744202
lplT,ydeM,0.9923012256622314
fadA,yiiE,0.9562304615974426
manY,envR,0.8401927351951599
ybhG,feoC,0.999998927116394
ybjL,rho,0.9964095950126648
ylbI,ydeM,0.9869551062583923
ylbI,ybdO,0.9192337393760681
pphA,decoy7,0.9999520778656006
pphA,stpA,0.9999175071716309
yebO,decoy7,0.9999055862426758
nudB,ydeM,0.9684234857559204
bssS,ygaV,0.8885217905044556
hflK,decoy30,0.9384737014770508
ygaP,uxuR,0.981393575668335
npr,feoC,0.9999988079071045
bacA,yjiE,0.8835873007774353
bacA,leuO,0.9786538481712341
pstS,iscR,0.8748095035552979
rhaB,yeeY,0.9991149306297302
sokB,frlR,0.9314236044883728
umuC,ygaV,0.907120943069458
umuC,yiiE,0.9558207392692566
decoy93,envR,0.8118742108345032
cmoA,feoC,0.9999986886978149
paaY,stpA,0.9999133348464966
atpE,leuO,0.9908396601676941
ykgE,putA,0.9433637857437134
yfjW,ulaR,0.9538289308547974
decoy158,idnR,0.9979547262191772
spoT,decoy7,0.9999287128448486
ybaT,yeeY,0.9997538924217224
ybaT,stpA,0.9998683929443359
flgA,yciT,0.9998890161514282
yhaV,yrbA,0.8241040706634521
yhaV,decoy27,0.9501469731330872
spf,feoC,0.9999995231628418
spf,stpA,0.999862790107727
pyrH,feoC,0.9999997615814209
bfr,iscR,0.8777219653129578
trpL,feoC,0.9999997615814209
dbpA,decoy27,0.9818774461746216
yjdI,G0,0.9151343107223511
yhbW,feoC,0.9999988079071045
yedZ,feoC,0.9999986886978149
cpxP,yciT,0.9994732737541199
cpsB,yagP,0.916642427444458
folA,decoy7,0.9997581839561462
folA,stpA,0.9995872378349304
artQ,yciT,0.9993650317192078
fucO,uxuR,0.9808908700942993
ydeK,yeeY,0.9997361302375793
bcsA,metJ,0.9830493927001953
cheW,idnR,0.9929921627044678
sodC,decoy30,0.940112829208374
ybjG,uxuR,0.9915189146995544
puuD,yeeY,0.9992560744285583
nadE,feoC,0.999998927116394
csrC,yeeY,0.9997913241386414
csrC,ydeM,0.990801990032196
ydhX,yiiE,0.9516845345497131
trxA,ycfQ,0.8385075926780701
fdnH,feoC,0.9999994039535522
yacF,feoC,0.9999986886978149
yacF,aaeR,0.9244735240936279
sulA,stpA,0.9998490810394287
mnmC,rho,0.9946375489234924
deoC,feoC,0.9999986886978149
gfcE,feoC,0.9999995231628418
rpsC,ulaR,0.8748071789741516
amiC,dhaR,0.8648284673690796
ybdH,hyfR,0.9585188627243042
ybgT,glnG,0.9543331861495972
yafD,ykgA,0.9231192469596863
lldD,dhaR,0.9558082222938538
tgt,feoC,0.9999997615814209
yciA,idnR,0.9929002523422241
dnaT,uxuR,0.9817196726799011
ygaD,yeeY,0.9992788434028625
istR,uxuR,0.9808480739593506
yciH,feoC,0.9999986886978149
yjbQ,yeeY,0.9991594552993774
rhsB,decoy7,0.9999179840087891
yjhB,decoy7,0.9998291730880737
yiaM,decoy7,0.9999241828918457
rhaA,decoy7,0.9997541308403015
yihQ,feoC,0.9999988079071045
yihQ,decoy1,0.9898673295974731
potD,metR,0.8160678744316101
aroB,decoy7,0.9999375343322754
tam,yciT,0.9998989105224609
tam,yeeY,0.9998481273651123
tam,ydeM,0.9932219982147217
nrfF,rho,0.9952776432037354
lpxK,leuO,0.9739287495613098
rfc,putA,0.8749863505363464
murP,decoy7,0.9998047947883606
yaiZ,rho,0.9954708814620972
oppD,feoC,0.999998927116394
oppD,decoy24,0.8016014695167542
ygfY,uxuR,0.9818282723426819
rbsD,metJ,0.9868928790092468
hslU,feoC,0.9999995231628418
mdoG,ykgA,0.9354767203330994
mdoG,glnG,0.9530741572380066
yjhY,decoy7,0.9999392032623291
yjhY,stpA,0.9998955726623535
aroC,decoy13,0.8090662360191345
yfcP,yeeY,0.9996479749679565
cynT,ybdO,0.9491658210754395
ycfZ,decoy1,0.9960656762123108
hypD,rho,0.9991546869277954
kdgK,stpA,0.9996298551559448
yfiB,yeeY,0.9993174076080322
kilR,stpA,0.999487042427063
ycdT,feoC,0.9999996423721313
ycdT,rho,0.9987713694572449
ybfL,ydeM,0.993180513381958
fliJ,feoC,0.9999997615814209
miaB,feoC,0.9999990463256836
yidG,idnR,0.9980927109718323
moeB,feoC,0.9999988079071045
ydgI,feoC,0.9999985694885254
fsr,feoC,0.9999995231628418
pflC,abgR,0.9398273825645447
flxA,feoC,0.9999991655349731
yfjV,ykgA,0.9784342646598816
rrsH,feoC,0.9999988079071045
ybjP,rho,0.9958160519599915
ybhF,feoC,0.9999988079071045
dnaX,yciT,0.999549925327301
dnaX,ybdO,0.8381452560424805
rhaD,dhaR,0.8729448318481445
panB,decoy1,0.9894477128982544
sieB,decoy30,0.9437160491943359
yceD,stpA,0.9996572732925415
torI,decoy7,0.9999527931213379
glnS,evgA,0.984300434589386
glnS,decoy7,0.9997816681861877
folB,ydeM,0.9868806600570679
folB,ybdO,0.9189310073852539
ydhU,yeeY,0.9992330074310303
ykgC,ydeM,0.969663679599762
ryeD,feoC,0.9999996423721313
xseB,aaeR,0.9353600144386292
ydeT,rho,0.9984229803085327
rplU,ygaV,0.9628481864929199
fliP,feoC,0.9999997615814209
yhdX,ydeM,0.9872151613235474
yigP,stpA,0.9999145269393921
fecE,decoy7,0.9999399185180664
hypC,decoy7,0.9999532699584961
atoE,ydeM,0.9863243699073792
yqiH,decoy13,0.8259463906288147
yhiS,decoy7,0.9999511241912842
moaE,frlR,0.9770753383636475
yjhR,rho,0.9988234639167786
yfjG,feoC,0.9999985694885254
yfjG,ycaN,0.8985289931297302
thiG,decoy7,0.9999161958694458
decoy165,decoy1,0.9907880425453186
uraA,cbl,0.916958749294281
purK,agaR,0.9556457996368408
yggD,stpA,0.9999165534973145
ttdT,stpA,0.9998738765716553
yqfE,stpA,0.9998877048492432
gudP,decoy1,0.9902302622795105
rsxC,idnR,0.9984752535820007
murB,yeeY,0.9992675185203552
murB,ydeM,0.9679872989654541
pphB,stpA,0.9995996356010437
narG,yciT,0.9994674324989319
bioC,leuO,0.9921546578407288
hcaT,decoy1,0.988796591758728
hcaT,decoy7,0.9997404217720032
yfiC,cbl,0.9194968342781067
ubiX,feoC,0.9999992847442627
intB,feoC,0.999998927116394
yjbT,decoy7,0.9999037981033325
fliI,evgA,0.9839751720428467
fliI,decoy7,0.9997766613960266
bioB,decoy7,0.9999467134475708
bioB,stpA,0.999908447265625
pyrC,feoC,0.9999988079071045
yjfI,yciT,0.9997801184654236
malY,stpA,0.9997739195823669
decoy130,decoy7,0.9997920393943787
rplA,yeeY,0.9993506073951721
ytfF,putA,0.8096420168876648
yjgQ,ulaR,0.9679242968559265
ygiQ,metJ,0.9924769997596741
mdtC,metJ,0.982459306716919
yrbB,yeeY,0.9992550015449524
yidH,stpA,0.9995812773704529
yqjD,yjiE,0.8912041783332825
decoy146,feoC,0.9999997615814209
yfcH,feoC,0.999998927116394
pitA,idnR,0.9914301037788391
yfiM,feoC,0.9999997615814209
yfiM,aaeR,0.9838091135025024
yeeE,decoy7,0.9997339844703674
yeeE,stpA,0.9995461106300354
pgaA,feoC,0.9999985694885254
sscR,glnG,0.9867939352989197
ecnB,frlR,0.9243324398994446
yphC,idnR,0.9910658001899719
ampC,yahB,0.8352046012878418
yfdZ,metJ,0.9831640124320984
tadA,yeeY,0.9988666772842407
decoy54,feoC,0.9999997615814209
ydiI,hipA,0.8020069599151611
yebZ,hybE,0.9814304709434509
nuoJ,ppiC,0.9529232382774353
ydgC,ykgH,0.8261988759040833
yciZ,decoy194,0.820222795009613
ykgA,uhpT,0.8485825657844543
nikR,stpA,0.9999998807907104
rpoN,yciT,0.9999752044677734
yciT,feoC,0.9997712969779968
glpR,putA,0.994063675403595
abgR,yeeY,0.9999265670776367
sgcR,stpA,0.9999977350234985
dicA,crp,0.8655580878257751
osmE,feoC,1.0
aaeR,feoC,1.0
aaeR,yeeY,0.9997548460960388
decoy3,feoC,1.0
lldR,envR,0.9388105273246765
asnC,glnG,0.9972810745239258
ycfQ,ygeH,0.9759088754653931
hns,feoC,1.0
hns,stpA,0.9999982118606567
glnG,feoC,0.999992847442627
yeaM,feoC,1.0
lysR,leuO,0.9982534050941467
ydcI,yiiE,0.8815653324127197
rpsS,ykgA,0.9995182752609253
sufC,decoy7,0.9999779462814331
sufC,stpA,0.9999998807907104
yccW,feoC,1.0
yciC,ulaR,0.9965903759002686
yagW,glnG,0.9986575841903687
tauB,stpA,0.9999988079071045
pinH,feoC,1.0
cspH,yagP,0.8039560914039612
quuQ,stpA,0.9999972581863403
ecnA,yeeY,0.9999911785125732
yiaB,evgA,0.8446205854415894
leuE,feoC,1.0
ykfB,metR,0.8394582271575928
mdtB,feoC,1.0
hsdR,stpA,0.9999966621398926
hflD,putA,0.9997298121452332
ymfR,ycfQ,0.9106928110122681
yobF,ykgA,0.9944900274276733
yobF,ydeM,0.9995189905166626
aaaD,stpA,1.0
pyrL,yeeY,0.9999222755432129
metE,idnR,0.9999862909317017
ygfZ,ydeM,0.9993925094604492
ygfZ,stpA,0.9999986886978149
ldhA,yciT,0.9999371767044067
yqeH,iscR,0.9249517917633057
rlmB,ulaR,0.9970988035202026
atpC,idnR,0.9994623064994812
yqiJ,yeeY,0.9999940395355225
yqiJ,ybdO,0.9968083500862122
yqiJ,decoy7,0.999964714050293
yqiJ,putA,0.9994955062866211
